"","symbol","page?","name","t","p","p_corr","var_explained","var_sd"
"527","MPPED1","758","metallophosphoesterase domain containing 1",7.82296428249831,0.000547354439414352,0.0179461462651516,0.696583646260516,0.431163811310503
"534","CA7","766","carbonic anhydrase VII",6.95455854982368,0.000944625139083687,0.0226742757114695,0.360477222607202,0.214712964078515
"548","CACNB1","782","calcium channel, voltage-dependent, beta 1 subunit",7.41153433566005,0.000704007659300674,0.0201019329861032,0.614384720569116,0.430786817452391
"550","CACNB3","784","calcium channel, voltage-dependent, beta 3 subunit",6.86249644042583,0.00100423882026667,0.0231320220574822,0.548103157113578,0.351943100890749
"569","CAMK2A","815","calcium/calmodulin-dependent protein kinase II alpha",8.14011539297502,0.000454330315061222,0.0169554115963692,1.03140766428379,0.622905781759369
"585","CAST","831","calpastatin",5.03199782037343,0.0039940254222154,0.0477697390400412,0.40590336821727,0.336081923139555
"602","CAV1","857","caveolin 1, caveolae protein, 22kDa",5.58591890988727,0.0025361892569335,0.0374430156845715,0.267230197674082,0.220636623181668
"620","CCBL1","883","cysteine conjugate-beta lyase, cytoplasmic",5.47749027051603,0.00276437448390718,0.0390999734197477,0.616368275670044,0.475427597833492
"621","CCK","885","cholecystokinin",7.37631476624255,0.000719740293858049,0.0203417449820405,0.826467970489953,0.528764931342813
"623","CCKBR","887","cholecystokinin B receptor",6.91097907226597,0.000972307160482606,0.0228867849658714,0.316620128703439,0.179653356345877
"671","SCARB1","949","scavenger receptor class B, member 1",5.62893255751248,0.00245184367763721,0.0366929262253741,0.270030602001342,0.181595334297359
"704","SEPT7","989","septin 7",5.45407849860336,0.00281675659540663,0.039521970945979,0.740837530733605,0.681276093089604
"705","CDC6","990","cell division cycle 6 homolog (S. cerevisiae)",16.0308672573416,1.72020700160419e-05,0.00886191586426777,1.13397304679472,0.333675149308253
"720","CDH8","1006","cadherin 8, type 2",8.07021818670183,0.000473107881015987,0.0172232811255329,0.626155368687173,0.332255064403933
"721","CDH9","1007","cadherin 9, type 2 (T1-cadherin)",12.6059970802848,5.57921857762578e-05,0.00966626170514891,0.993552616259691,0.366742228673843
"725","CDH13","1012","cadherin 13, H-cadherin (heart)",12.6711229349651,5.44095659058472e-05,0.00966626170514891,0.235929809861307,0.0896817462030643
"745","CDKN3","1033","cyclin-dependent kinase inhibitor 3",7.5796467289814,0.000634299938875131,0.0192484566852516,0.952679488805737,0.569657008909327
"758","CEBPB","1051","CCAAT/enhancer binding protein (C/EBP), beta",9.49070804880157,0.000219528487551648,0.0129988416635802,0.481078883942478,0.264306479844315
"793","CHGA","1113","chromogranin A (parathyroid secretory protein 1)",5.97798713867353,0.00187674428855267,0.0322946055680002,0.900418603671547,0.709635928425659
"795","CHI3L1","1116","chitinase 3-like 1 (cartilage glycoprotein-39)",14.1226582268272,3.20383531089735e-05,0.00886191586426777,1.96337612051858,0.588307753079548
"801","CHML","1122","choroideremia-like (Rab escort protein 2)",10.0961062951184,0.000163280653375639,0.0119711810366303,1.22813927183363,0.549933490427773
"802","CHN1","1123","chimerin (chimaerin) 1",7.36936807586404,0.000722892373882511,0.0203417449820405,0.93726692967789,0.578418306768965
"804","CHRM1","1128","cholinergic receptor, muscarinic 1",10.0414903318867,0.00016758616835808,0.0119711810366303,0.836625056972486,0.412034209257058
"807","CHRM3","1131","cholinergic receptor, muscarinic 3",9.75359195183155,0.000192651222180827,0.0125537334027362,0.721428629681998,0.383009265517971
"815","CHRNA7","1139","cholinergic receptor, nicotinic, alpha 7 (neuronal)",8.85224832703845,0.000305785333177073,0.0143939727858125,0.837472884978168,0.488322794030004
"884","CNN1","1264","calponin 1, basic, smooth muscle",5.94592168014316,0.00192240252836385,0.0326193879985289,0.533270559523875,0.411850802010002
"904","COL5A2","1290","collagen, type V, alpha 2",13.7212301859979,3.6892312991133e-05,0.00891721523426375,1.38799520356972,0.502072689060981
"915","COL11A1","1301","collagen, type XI, alpha 1",5.36686214385157,0.00302241610724516,0.0409725697633545,0.542081802205534,0.46506856788588
"917","COL12A1","1303","collagen, type XII, alpha 1",7.65513957970131,0.000605677260522332,0.0187633579947507,0.991269717654827,0.603297637577358
"957","CPM","1368","carboxypeptidase M",5.03916081384291,0.0039697263116344,0.0477262584383715,0.271609110227255,0.17716983403574
"977","CRH","1392","corticotropin releasing hormone",9.20759934172407,0.000253627005994993,0.0136000715132495,0.750244969841089,0.407510172814701
"987","HAPLN1","1404","hyaluronan and proteoglycan link protein 1",6.5637126977532,0.00123081199508561,0.0256361612643734,0.395519507415771,0.277708026030657
"1000","CRYGA","1418","crystallin, gamma A",6.26035933242493,0.00152528609468972,0.028955367219799,0.31349720875768,0.194408809937906
"1058","CTNNA2","1496","catenin (cadherin-associated protein), alpha 2",6.00873436575708,0.00183415737427235,0.0318370224612406,0.594549284156621,0.504577719841436
"1083","CYB561","1534","cytochrome b-561",7.9597646603307,0.000504694525246295,0.0173693461859184,0.892787093337635,0.470357772536286
"1132","DGKB","1607","diacylglycerol kinase, beta 90kDa",12.1731861849822,6.6127741125454e-05,0.00966626170514891,0.923309232290505,0.378997485233401
"1137","DAPK1","1612","death-associated protein kinase 1",8.58811209726819,0.000352946754978721,0.0152442251749384,0.982275361301204,0.528238664374351
"1143","DBC1","1620","deleted in bladder cancer 1",4.97244124444098,0.00420293037476721,0.049471298811034,0.953732066563967,0.816294439628464
"1157","DCX","1641","doublecortin",12.2043278815295,6.53116526350851e-05,0.00966626170514891,0.569366883836544,0.224243825634028
"1163","GADD45A","1647","growth arrest and DNA-damage-inducible, alpha",5.61129472139724,0.0024860251938599,0.0369649540091314,0.587365970427788,0.497577167889491
"1188","TIMM8A","1678","translocase of inner mitochondrial membrane 8 homolog A (yeast)",5.71554983016591,0.0022917850555957,0.0356773826706668,0.506571340650162,0.336382905162945
"1199","DIAPH1","1729","diaphanous homolog 1 (Drosophila)",7.77086583213932,0.000564716862146149,0.0180319038608786,0.741803903740406,0.463816012745621
"1213","DLX1","1745","distal-less homeobox 1",7.04070433320122,0.000892599163957818,0.0221260458751079,0.832140721452296,0.579123917790112
"1223","DNM1","1759","dynamin 1",6.03998447554326,0.00179203483497044,0.031624370741619,0.340385264458014,0.237848981927873
"1248","DOCK3","1795","dedicator of cytokinesis 3",6.49242795491851,0.00129348654848366,0.0263804228159851,1.04133115602944,0.773443477559142
"1267","DRD5","1816","dopamine receptor D5",6.29045443536916,0.00149261227994531,0.0285174002419331,0.407248200756336,0.26583546892055
"1270","DRP2","1821","dystrophin related protein 2",8.69500357099907,0.000332886936408597,0.0148173891801402,0.913363810190081,0.515743972003343
"1275","DSCAM","1826","Down syndrome cell adhesion molecule",5.60759616086422,0.00249326366434567,0.0370460841963927,0.655047939417805,0.455809763086659
"1281","DSP","1832","desmoplakin",5.6544181306384,0.00240342337737272,0.0363874448255256,0.39554595199024,0.342873846606621
"1296","DUSP6","1848","dual specificity phosphatase 6",13.6713681514069,3.75547759191593e-05,0.00894969459709093,0.616294644056626,0.209568960957589
"1297","DUSP7","1849","dual specificity phosphatase 7",10.7488558046852,0.000120792324595323,0.0112873527889155,0.479511272299355,0.203718399015607
"1308","E2F3","1871","E2F transcription factor 3",7.59437611233906,0.000628591550722234,0.0192094895099169,0.484261995745977,0.307244070413662
"1319","ECM1","1893","extracellular matrix protein 1",5.05646092553121,0.00391174779732626,0.0473778510870097,1.42557307228847,1.04207984289267
"1323","LPAR1","1902","lysophosphatidic acid receptor 1",5.07727151708374,0.00384331053991677,0.0468843287519072,0.464192806930674,0.414346928399489
"1343","EFNA5","1946","ephrin-A5",5.26554969576667,0.00328380315037654,0.0428399422505818,0.624964820988663,0.508743127737997
"1345","EFNB2","1948","ephrin-B2",5.04434330640545,0.0039522533308383,0.0477093437794052,0.949249073482267,0.79593861355545
"1349","CELSR2","1952","cadherin, EGF LAG seven-pass G-type receptor 2 (flamingo homolog, Drosophila)",6.83066109100967,0.00102588126297787,0.0233060041677825,0.655478565585028,0.40903741963079
"1354","EGR1","1958","early growth response 1",5.09423913508372,0.00378854522456196,0.0465991062621122,1.32950254342008,0.980500073762758
"1355","EGR2","1959","early growth response 2",6.39470965644649,0.00138563314041014,0.0275364780972328,1.02759279500419,0.701854933134264
"1356","EGR3","1960","early growth response 3",10.776877350766,0.000119285210627109,0.0112873527889155,1.23748160821826,0.564855767732046
"1357","EGR4","1961","early growth response 4",7.10422011524233,0.000856404022175811,0.0217432016078411,0.393755889600992,0.204350374334143
"1380","ELAVL4","1996","ELAV (embryonic lethal, abnormal vision, Drosophila)-like 4 (Hu antigen D)",7.20556017504931,0.000802185731025338,0.0212150569857808,0.464562764945257,0.290914083976074
"1390","EML1","2009","echinoderm microtubule associated protein like 1",7.16824096678816,0.000821665685208385,0.0214383642411215,0.43588848495484,0.267984692250601
"1397","EMX1","2016","empty spiracles homeobox 1",7.04997388196354,0.000887205576955611,0.0221260458751079,0.863525618914362,0.531932352092407
"1414","EPB41L2","2037","erythrocyte membrane protein band 4.1-like 2",13.7716023181364,3.62372082774215e-05,0.00886191586426777,0.538499917950486,0.188277078304855
"1416","EPB49","2039","erythrocyte membrane protein band 4.9 (dematin)",5.3844324721745,0.0029796053153022,0.0406703926704901,0.981274543149936,0.815821212234738
"1419","EPHA3","2042","EPH receptor A3",12.3134642488643,6.25450392457749e-05,0.00966626170514891,1.89510814346643,0.723755261240762
"1420","EPHA4","2043","EPH receptor A4",6.4867359258141,0.00129865157877213,0.0263804228159851,0.899181334669455,0.688507279832148
"1421","EPHA5","2044","EPH receptor A5",8.15469271998325,0.000450526488622362,0.0168740434576451,0.489421263246646,0.287482147868736
"1425","EPHB2","2048","EPH receptor B2",5.90320830428657,0.00198526898956572,0.0332001500290448,0.455069485774189,0.348771981641017
"1428","EPHB6","2051","EPH receptor B6",12.9665163926251,4.86297772807719e-05,0.00966626170514891,0.974820520097338,0.384983835812482
"1445","EYA4","2070","eyes absent homolog 4 (Drosophila)",6.6154774086211,0.00118754108258105,0.0252120282958263,0.376870695406785,0.206090582137412
"1466","ETS2","2114","v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)",9.05700212340806,0.000274325196115524,0.0140108055323179,1.42440335177169,0.736437929974054
"1472","ETV6","2120","ets variant 6",19.2931844673976,6.90023698787545e-06,0.00643245003448305,1.11711769372584,0.289247788630218
"1482","EXTL1","2134","exostoses (multiple)-like 1",13.0256177742335,4.75631705914469e-05,0.00966626170514891,0.751627977490271,0.293260774722095
"1501","F12","2161","coagulation factor XII (Hageman factor)",8.10366260002604,0.000464010499988483,0.0170222216406932,0.788382464822846,0.451337015176995
"1508","FABP3","2170","fatty acid binding protein 3, muscle and heart (mammary-derived growth inhibitor)",5.61379492742539,0.0024811460048416,0.0369188131729724,0.346080538884884,0.301231378929552
"1525","FAP","2191","fibroblast activation protein, alpha",5.51458922530145,0.00268368933324327,0.0385442981746937,0.867168143588811,0.701777718046363
"1533","FBN1","2200","fibrillin 1",9.88931893775003,0.000180315259617916,0.0122091638491128,0.75725716155211,0.356033061005644
"1556","FECH","2235","ferrochelatase",5.39399659845996,0.00295660079638895,0.0405401456164493,0.776112003078064,0.705906309347649
"1560","FES","2242","feline sarcoma oncogene",8.03170124086439,0.000483848744948509,0.0172745677517741,1.8700874553434,1.01253882758367
"1570","FGF7","2252","fibroblast growth factor 7",5.1241360210925,0.00369425267179886,0.045901034243086,0.366857538260174,0.383842595502331
"1575","FGF12","2257","fibroblast growth factor 12",12.3863869128935,6.07743247814961e-05,0.00966626170514891,1.03731299781168,0.382030891461127
"1576","FGF13","2258","fibroblast growth factor 13",6.55844942074692,0.00123531508246464,0.0256452051351258,0.566063464174563,0.419414686285303
"1589","FHL2","2274","four and a half LIM domains 2",5.25716004935788,0.00330661175798645,0.0429709058137869,0.886709286203607,0.71859123907569
"1598","FOXG1B","2290","forkhead box G1",11.5557918371145,8.5128741435007e-05,0.00980574843601149,0.887194318530004,0.392923282830024
"1632","FMOD","2331","fibromodulin",5.36190228459377,0.00303463117893606,0.0410057441902956,0.5328101268505,0.384394403380796
"1643","FOSB","2354","FBJ murine osteosarcoma viral oncogene homolog B",9.6718928054846,0.000200561679900465,0.0126852528950816,1.32795610473392,0.556288076650314
"1644","FOSL2","2355","FOS-like antigen 2",6.17067727769798,0.0016277724054419,0.0301036521280434,1.94738609467936,1.14984798879542
"1690","GABRA2","2555","gamma-aminobutyric acid (GABA) A receptor, alpha 2",4.99552586596836,0.00412047724950008,0.0488604452854297,0.63304851629302,0.561070226901547
"1718","GALR1","2587","galanin receptor 1",5.9558719959467,0.00190809569648467,0.032484508798384,0.694760793852782,0.468184088010534
"1726","GAP43","2596","growth associated protein 43",5.09885861957617,0.00377379353263461,0.0465553983162467,0.692974723596999,0.575379095436432
"1732","GAS2","2620","growth arrest-specific 2",7.52104363827341,0.000657628903969271,0.0194731225453123,0.62314449124291,0.358249636533779
"1779","GFRA2","2675","GDNF family receptor alpha 2",7.15380281080133,0.000829352040054273,0.0215108150571383,0.954207386037983,0.578952012881872
"1805","GJB5","2709","gap junction protein, beta 5, 31.1kDa",11.7365924442688,7.89574767309293e-05,0.00980574843601149,1.63828812776713,0.552490348308628
"1825","GLRB","2743","glycine receptor, beta",5.50253230237564,0.00270960467654782,0.0386578945857238,0.696574114961513,0.511909140245638
"1826","GLS","2744","glutaminase",8.38184298874227,0.000395871916486431,0.0161281631913575,0.732467991457765,0.374602493546909
"1890","GPR6","2830","G protein-coupled receptor 6",5.59621940538119,0.00251568478898464,0.0372726583810576,0.593799140874431,0.469792029648861
"1901","GPR20","2843","G protein-coupled receptor 20",6.64643441706671,0.001162522255238,0.024938441815926,0.312133390448001,0.215903981525724
"1907","GPR26","2849","G protein-coupled receptor 26",8.01401206243176,0.000488878425718444,0.0172745677517741,0.330332936191507,0.175156178458871
"1927","GPX1","2876","glutathione peroxidase 1",6.30070762615859,0.0014816695142897,0.0284095773370407,0.523715022702361,0.373055197103301
"1936","GRB14","2888","growth factor receptor-bound protein 14",6.64705002421528,0.00116203108321767,0.024938441815926,0.645126215347062,0.460421111614243
"1939","GRIA2","2891","glutamate receptor, ionotropic, AMPA 2",8.18353726743035,0.000443110610640109,0.0168622668315868,0.815809630079912,0.454568263371431
"1940","GRIA3","2892","glutamate receptor, ionotropic, AMPA 3",14.817514235313,2.53200229374056e-05,0.00886191586426777,0.65968909922853,0.231675247581611
"1952","GRIN2B","2904","glutamate receptor, ionotropic, N-methyl D-aspartate 2B",6.17387930321282,0.00162397613530647,0.0300723593324634,0.687826090806283,0.452050397241887
"1962","GRM5","2915","glutamate receptor, metabotropic 5",7.42902703778777,0.000696345238116736,0.0199936996370088,0.975751640195023,0.565628806847811
"1964","GRM7","2917","glutamate receptor, metabotropic 7",5.74999755003191,0.00223156360535969,0.0351154524334685,0.664520848283948,0.397082597057837
"1965","GRM8","2918","glutamate receptor, metabotropic 8",16.4524876368843,1.51393609542301e-05,0.00886191586426777,0.967465186382326,0.30048357521921
"1991","GSTT2","2953","glutathione S-transferase theta 2",8.22189884915065,0.000433471264589189,0.0167171932783218,0.689686715743646,0.419069104042775
"2011","GUCY1A2","2977","guanylate cyclase 1, soluble, alpha 2",6.35063772295221,0.00142971463962085,0.0279639364169962,0.170186094278712,0.119095185245148
"2016","GUCY1A3","2982","guanylate cyclase 1, soluble, alpha 3",5.90364079173242,0.00198462043186545,0.0332001500290448,0.384435559298535,0.291963916291046
"2017","GUCY1B3","2983","guanylate cyclase 1, soluble, beta 3",5.08125147572528,0.00383038206674593,0.0468713883976402,0.499839398047,0.44085350500673
"2049","HIST1H1A","3024","histone cluster 1, H1a",14.7827150919465,2.56136864524863e-05,0.00886191586426777,1.21580968568304,0.386596420556717
"2145","HMGB3","3149","high mobility group box 3",5.51674264797277,0.00267909139639214,0.0385399812157809,0.818821350167557,0.558746145398725
"2232","HRH1","3269","histamine receptor H1",15.6213720948637,1.95355856039861e-05,0.00886191586426777,0.99296935617358,0.315797477068432
"2235","HRH2","3274","histamine receptor H2",11.5970724731585,8.36704121115943e-05,0.00980574843601149,1.06411932102164,0.439278175659183
"2265","IGSF3","3321","immunoglobulin superfamily, member 3",9.40786557839744,0.00022890832883102,0.0132330315591994,0.698865874991691,0.346103519760474
"2276","HTR1A","3350","5-hydroxytryptamine (serotonin) receptor 1A, G protein-coupled",9.52581550851322,0.000215691934497341,0.0129988416635802,0.687582455405212,0.324352926051432
"2279","HTR1E","3354","5-hydroxytryptamine (serotonin) receptor 1E, G protein-coupled",6.46571141437039,0.00131794174292565,0.026598111660384,0.850654407824391,0.581582580564815
"2280","HTR1F","3355","5-hydroxytryptamine (serotonin) receptor 1F, G protein-coupled",12.4458842593216,5.93738267381427e-05,0.00966626170514891,1.36547917552479,0.498749122795796
"2281","HTR2A","3356","5-hydroxytryptamine (serotonin) receptor 2A, G protein-coupled",10.8713228441847,0.000114368113997105,0.0112873527889155,0.831227135553527,0.328497249089188
"2285","HTR4","3360","5-hydroxytryptamine (serotonin) receptor 4, G protein-coupled",10.5466725381629,0.000132366503313912,0.0113447186879966,0.883369785913319,0.401994179984136
"2303","ID2","3398","inhibitor of DNA binding 2, dominant negative helix-loop-helix protein",7.98522670738729,0.000497196476146308,0.0173028151745109,1.37516780083816,0.668103941670315
"2304","ID3","3399","inhibitor of DNA binding 3, dominant negative helix-loop-helix protein",8.8166264594989,0.000311687684577656,0.0143939727858125,0.959103038520772,0.500705329005619
"2305","ID4","3400","inhibitor of DNA binding 4, dominant negative helix-loop-helix protein",8.01866998204731,0.000487548013596593,0.0172745677517741,1.09747398214219,0.73520814476796
"2322","IFIT3","3437","interferon-induced protein with tetratricopeptide repeats 3",6.26410296956325,0.00152117608304343,0.0289301804558315,0.423241388389058,0.327479499812171
"2341","IGF1","3479","insulin-like growth factor 1 (somatomedin C)",8.82504140211148,0.000310281239664295,0.0143939727858125,0.626943534046835,0.308705339758201
"2348","IGFBP3","3486","insulin-like growth factor binding protein 3",6.11639591568687,0.00169374654117086,0.0308030702986165,0.467458784118626,0.304513119703491
"2353","CYR61","3491","cysteine-rich, angiogenic inducer, 61",5.54035671623981,0.00262927281992397,0.0380338859483365,0.930367404673207,0.709130365294934
"2368","IL1RAP","3556","interleukin 1 receptor accessory protein",9.35774097209705,0.000234815465896082,0.0133363636327373,0.971229424486094,0.444704820106949
"2381","IL6R","3570","interleukin 6 receptor",6.36745184826827,0.00141270440074609,0.027812587466707,0.54324159073325,0.403304862858871
"2396","IL12A","3592","interleukin 12A (natural killer cell stimulatory factor 1, cytotoxic lymphocyte maturation factor 1, p35)",5.37411085652564,0.00300466755852885,0.040848936912452,0.209994965871665,0.198239288712128
"2414","IMPA2","3613","inositol(myo)-1(or 4)-monophosphatase 2",5.56083526835606,0.00258694754389659,0.0377232653091644,0.657031228640523,0.467851574561738
"2415","IMPDH1","3614","IMP (inosine 5'-monophosphate) dehydrogenase 1",5.99488558558618,0.00185319648910638,0.0320738687453236,0.317365033762805,0.256772901992031
"2420","ING1","3621","inhibitor of growth family, member 1",5.8621399174077,0.0020480070425687,0.0337336944483959,1.53703595623565,1.28423224701482
"2458","ISLR","3671","immunoglobulin superfamily containing leucine-rich repeat",5.88459438153325,0.00201342019759065,0.0334998810510311,1.39091589794987,0.933849366452099
"2489","ITPK1","3705","inositol-tetrakisphosphate 1-kinase",6.61976767871032,0.00118403608188714,0.0252120282958263,0.894088192272392,0.650684658601917
"2490","ITPKA","3706","inositol-trisphosphate 3-kinase A",36.9857382196689,2.72105200942485e-07,0.00161392328897316,1.03891794440024,0.13776264692987
"2512","KCNA4","3739","potassium voltage-gated channel, shaker-related subfamily, member 4",9.68536710730962,0.000199230770603036,0.0126852528950816,0.743878783040993,0.361303233263866
"2517","KCNB1","3745","potassium voltage-gated channel, Shab-related subfamily, member 1",10.4826506441763,0.000136304059248996,0.0113447186879966,1.49474784266801,0.646411555044064
"2519","KCNC2","3747","potassium voltage-gated channel, Shaw-related subfamily, member 2",5.68423567876446,0.00234819134484309,0.0361034419269625,0.616620129818786,0.450734614013239
"2526","KCNF1","3754","potassium voltage-gated channel, subfamily F, member 1",7.31907791478835,0.000746205942222216,0.0205448780410241,0.501790896583455,0.334893995522826
"2528","KCNH1","3756","potassium voltage-gated channel, subfamily H (eag-related), member 1",20.0639644158816,5.68499679509913e-06,0.00643245003448305,1.4630972167085,0.35719212514665
"2546","KCNK2","3776","potassium channel, subfamily K, member 2",6.04947234708405,0.00177947210350052,0.0315613367026155,0.253752853455496,0.193165190115951
"2548","KCNMA1","3778","potassium large conductance calcium-activated channel, subfamily M, alpha member 1",6.94942664460883,0.000947836086284476,0.0226989271032205,0.948906909326316,0.611807018684709
"2556","KCNQ3","3786","potassium voltage-gated channel, KQT-like subfamily, member 3",7.18669452550113,0.000811964096321594,0.0213768301027733,0.519983711822246,0.354553203661139
"2557","KCNS1","3787","potassium voltage-gated channel, delayed-rectifier, subfamily S, member 1",7.0320176952264,0.000897688826509486,0.0221881779270543,1.35670082568174,0.822931903726846
"2558","KCNS2","3788","potassium voltage-gated channel, delayed-rectifier, subfamily S, member 2",9.29727631700229,0.000242184423427617,0.013496316202393,1.22160348616614,0.612597984181848
"2560","KDR","3791","kinase insert domain receptor (a type III receptor tyrosine kinase)",6.09786543940137,0.00171698651845402,0.0309503351053303,0.318952072756171,0.24526117778391
"2565","KIF5A","3798","kinesin family member 5A",6.02055736177934,0.00181808528716473,0.0317051500539372,1.51536993286101,1.16004670406723
"2597","IPO5","3843","importin 5",7.34119235757313,0.000735846031075844,0.0204766150575282,1.56684599648344,0.89197440313206
"2645","LAMB3","3914","laminin, beta 3",7.93751105135585,0.000511357869665033,0.0175230418698946,1.50685177261805,0.75884962331771
"2652","LASP1","3927","LIM and SH3 protein 1",5.07355994871078,0.00385541315403263,0.046976830734394,0.814752824508844,0.550669931978906
"2705","LMO7","4008","LIM domain 7",6.02346358161133,0.00181416001997864,0.0317051500539372,0.534841977121725,0.432369420239148
"2738","LTK","4058","leukocyte receptor tyrosine kinase",5.61398392305919,0.00248077763437615,0.0369188131729724,1.81789449343636,1.47245889082912
"2742","LY6H","4062","lymphocyte antigen 6 complex, locus H",6.6826095098064,0.00113407093464258,0.0247365503865848,0.538103833254932,0.376161372152477
"2762","SMAD3","4088","SMAD family member 3",8.40824777705672,0.000390043872338935,0.0160869880442648,0.481894963008419,0.30033127284295
"2791","MAN2A1","4124","mannosidase, alpha, class 2A, member 1",6.88619439543482,0.000988478394666158,0.0229564678766184,0.355499816565756,0.200063300634576
"2798","MAP2","4133","microtubule-associated protein 2",5.44633243432599,0.00283434351138985,0.0395261221304951,0.65348042350966,0.492903005065989
"2808","MATK","4145","megakaryocyte-associated tyrosine kinase",11.5857891769779,8.40660375852692e-05,0.00980574843601149,0.907093545141215,0.422291854803799
"2851","MEF2C","4208","myocyte enhancer factor 2C",6.34612701910348,0.001434318981238,0.0279923736996878,0.890004758061314,0.59180422233178
"2867","MEST","4232","mesoderm specific transcript homolog (mouse)",6.92422069416008,0.000963795707011859,0.0228442660908273,0.791325839114436,0.466267810660391
"2868","MET","4233","met proto-oncogene (hepatocyte growth factor receptor)",20.3382435034059,5.31560602395725e-06,0.00643245003448305,3.29190305733019,0.769677350862254
"2874","MFGE8","4240","milk fat globule-EGF factor 8 protein",6.03211087535285,0.00180253948671066,0.031624370741619,2.4598963959714,1.60439286802321
"2884","KITLG","4254","KIT ligand",5.69120998012686,0.00233548861875672,0.0359613347541451,0.731488263461906,0.559570186238829
"2904","MAP3K10","4294","mitogen-activated protein kinase kinase kinase 10",5.71347061404923,0.00229548064675978,0.0356773826706668,0.924387909898319,0.737514016169395
"2914","NR3C2","4306","nuclear receptor subfamily 3, group C, member 2",7.999562573106,0.000493033046335474,0.0172745677517741,1.43829221191764,0.813184702531257
