"","symbol","page?","name","t","p","p_corr","var_explained","var_sd"
"1929","GPX3","2878","glutathione peroxidase 3 (plasma)",8.17294741443131,0.000445816279020718,0.0468848421594047,1.98825825221987,1.22243681713412
"2637","LAIR2","3904","leukocyte-associated immunoglobulin-like receptor 2",9.29969819782453,0.000241884018869834,0.0434642113650805,3.58099666643355,1.78355248219055
"2639","LAMA2","3908","laminin, alpha 2",8.31801445538562,0.00041039281784884,0.0456614741862875,2.16565547435352,1.13185978580442
"2660","LCP2","3937","lymphocyte cytosolic protein 2 (SH2 domain containing leukocyte protein of 76kDa)",9.68279464489818,0.000199484048402933,0.0431945303557477,1.48291830602444,0.742326237423281
"2717","LPP","4026","LIM domain containing preferred translocation partner in lipoma",8.23848928577572,0.000429379747220133,0.0467735673493677,0.647151752694588,0.336739195663334
"3012","MX1","4599","myxovirus (influenza virus) resistance 1, interferon-inducible protein p78 (mouse)",10.1074665433663,0.000162401731764929,0.0421980599774698,0.645818549481825,0.314556344863681
"3441","PET112L","5188","PET112 homolog (yeast)",8.1917466087392,0.00044102656470275,0.0467735673493677,1.18960795433058,0.727094330353786
"3505","SERPINI2","5276","serpin peptidase inhibitor, clade I (pancpin), member 2",12.125675648891,6.73963769801553e-05,0.0421691913738363,0.707180367107369,0.2800404956605
"3780","PROS1","5627","protein S (alpha)",8.43009465417927,0.000385298790327328,0.0456614741862875,1.16330844492949,0.705100731276552
"3942","RAB3IL1","5866","RAB3A interacting protein (rabin3)-like 1",8.59799651059797,0.00035103260409527,0.0456614741862875,0.509809210165411,0.323175849506529
"4460","SLN","6588","sarcolipin",9.65802033731191,0.0002019429956524,0.043276175779654,3.57055387769959,1.64539562448343
"4551","SPR","6697","sepiapterin reductase (7,8-dihydrobiopterin:NADP+ oxidoreductase)",8.04859448406217,0.000479102621209955,0.0476512257755566,0.604500828288971,0.329454842454408
"4761","TDO2","6999","tryptophan 2,3-dioxygenase",19.033314791204,7.37857032238377e-06,0.0191722926614239,1.61227151237287,0.417791488799507
"4853","TSPAN8","7103","tetraspanin 8",10.5766905975058,0.000130567072732597,0.0421691913738363,1.70810443257182,0.760177131320271
"5099","WNT7A","7476","wingless-type MMTV integration site family, member 7A",8.91333495366193,0.000295970030245832,0.0448967881954033,0.91901841443864,0.487733199865174
"5380","ZNF239","8187","zinc finger protein 239",9.83571676319097,0.00018507125160732,0.0423475273647831,0.516762347679172,0.229168079615214
"5497","SPARCL1","8404","SPARC-like 1 (hevin)",8.90847066440401,0.000296737747772378,0.0448967881954033,0.468474387144428,0.23398601222085
"5663","SKAP1","8631","src kinase associated phosphoprotein 1",9.28581623193547,0.000243611942623151,0.0434642113650805,5.4045105057752,2.88114670436154
"5978","ANGPTL1","9068","angiopoietin-like 1",8.33295637855319,0.000406937597984911,0.0456614741862875,0.946311929770521,0.550064095101825
"6025","P2RX6","9127","purinergic receptor P2X, ligand-gated ion channel, 6",7.96253180141581,0.000503873190451156,0.0482673364511897,1.35714844966247,0.809100545286595
"6400","MTL5","9633","metallothionein-like 5, testis-specific (tesmin)",8.79130232461896,0.000315966243846237,0.0456110438252203,3.5140682656546,1.89072562134724
"6669","ARHGAP25","9938","Rho GTPase activating protein 25",10.3060848012579,0.000147909186820438,0.0421691913738363,2.10878505253571,0.831923758413836
"6941","RAMP3","10268","receptor (G protein-coupled) activity modifying protein 3",7.9438290845311,0.000509455518933089,0.0485782195966153,2.39621363466077,1.24432915310401
"7415","NPFFR2","10886","neuropeptide FF receptor 2",10.8485266457925,0.000115532457951518,0.0421691913738363,1.77128070986534,0.720055699742602
"7422","LYVE1","10894","lymphatic vessel endothelial hyaluronan receptor 1",10.3694206872802,0.000143615614579904,0.0421691913738363,1.52021856417503,0.598865688764123
"7644","NUDT4P1","11163","nudix (nucleoside diphosphate linked moiety X)-type motif 4",10.1836781497445,0.000156648983939153,0.0421691913738363,0.663230886074488,0.315065440279761
"7740","PNKP","11284","polynucleotide kinase 3'-phosphatase",9.45829242384161,0.000223143222079429,0.0434642113650805,0.436066659285773,0.19895833947959
"7925","PLCH1","23007","phospholipase C, eta 1",9.13431928492311,0.000263457479771018,0.0434642113650805,5.74422892675899,3.06065462013508
"8091","SULF1","23213","sulfatase 1",10.4709580814791,0.000137038190781439,0.0421691913738363,4.38703330850251,1.70978059505132
"8099","RHOBTB2","23221","Rho-related BTB domain containing 2",8.6585222367219,0.000339577047631287,0.0456614741862875,0.277071327410622,0.157540155957984
"8540","MGAT4C","25834","mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme C (putative)",9.09854204099851,0.000268421410376595,0.0435912176367054,2.56981817273827,1.28382249681097
"8593","RP11-529I10.1","25911","deleted in primary ciliary dyskinesia homolog (mouse)",10.2594435514705,0.000151169059679442,0.0421691913738363,0.891781550547052,0.39936639521323
"8675","OSBPL3","26031","oxysterol binding protein-like 3",10.8581489103348,0.000115039272471891,0.0421691913738363,0.927380834308628,0.383213642027693
"8840","HSPB8","26353","heat shock 22kDa protein 8",11.3457074392314,9.30380972363309e-05,0.0421691913738363,1.49300747993087,0.558872354779145
"9024","INGX","27160","inhibitor of growth family, X-linked, pseudogene",8.01432804071698,0.000488788038703172,0.0479584956841962,0.36151317272657,0.200803013696873
"9027","SALL3","27164","sal-like 3 (Drosophila)",8.50702954547637,0.000369126021082542,0.0456614741862875,0.793844004959591,0.43637995507354
"9369","NXPH1","30010","neurexophilin 1",10.6278571020812,0.000127566664638866,0.0421691913738363,0.915681693799513,0.354284041272255
"9449","NSDHL","50814","NAD(P) dependent steroid dehydrogenase-like",9.04982526384972,0.000275360781053222,0.0440301888904101,0.575664833687235,0.290361526401059
"9463","VILL","50853","villin-like",8.9629525085299,0.000288272456872792,0.0448967881954033,0.437074910768931,0.21861259774097
"9544","GAL","51083","galanin prepropeptide",10.9116774177806,0.000112341086528239,0.0421691913738363,5.23038314348893,2.04562974996883
"9574","FAM82B","51115","family with sequence similarity 82, member B",10.0256114624804,0.000168863235133418,0.0422910851652815,0.0914547964425198,0.0443482426861803
"9640","PLCE1","51196","phospholipase C, epsilon 1",9.36614058502566,0.000233813034697845,0.0434642113650805,0.606203816427637,0.305156942285818
"10265","C10orf92","54777","tetratricopeptide repeat domain 40",8.62506936862133,0.000345852698557471,0.0456614741862875,1.25020220513301,0.570027801714489
"10463","CCDC109B","55013","coiled-coil domain containing 109B",9.90343904212578,0.000179086740351582,0.0423475273647831,1.54098125315782,0.783732719063425
"10642","CCDC87","55231","coiled-coil domain containing 87",8.4103826733038,0.000389577129492768,0.0456614741862875,0.516827158963495,0.269135718481332
"11059","GABRQ","55879","gamma-aminobutyric acid (GABA) A receptor, theta",7.92885107346888,0.000513979091278016,0.0487857688145941,2.51541175311659,1.48565480816962
"11799","OVOL2","58495","ovo-like 2 (Drosophila)",8.50547135076655,0.000369445475282686,0.0456614741862875,1.24705625705095,0.688828479307914
"12052","ABCG5","64240","ATP-binding cassette, sub-family G (WHITE), member 5",18.2299300201021,9.13015699503428e-06,0.0199716736189349,3.07208533280348,0.787347279552347
"12522","C4orf31","79625","neuron-derived neurotrophic factor",8.20288594656328,0.000438217283969751,0.0467735673493677,0.127718488076138,0.073676276774916
"12531","SCRN3","79634","secernin 3",8.81656151143177,0.000311698569224382,0.0456110438252203,0.668987693344014,0.356752012939346
"12620","ZBBX","79740","zinc finger, B-box domain containing",7.9839476588019,0.000497569961847286,0.048254701495926,0.719377869559036,0.440963523429652
"12959","SPHKAP","80309","SPHK1 interactor, AKAP domain containing",8.45915186505102,0.000379093489595081,0.0456614741862875,0.941459801466989,0.457234290296569
"12975","WNT10A","80326","wingless-type MMTV integration site family, member 10A",13.0801853889611,4.66031198229362e-05,0.0372591942984375,1.83080070719024,0.664610916677805
"13371","TMEM133","83935","transmembrane protein 133",11.1674537742714,0.000100444809529477,0.0421691913738363,1.62665924037897,0.723575657585611
"13538","NTPCR","84284","nucleoside-triphosphatase, cancer-related",8.93591409583048,0.000292437212255513,0.0448967881954033,0.452015471440418,0.230777618065922
"14366","C13orf27","93081","testis expressed 30",9.20101749088903,0.000254491903633435,0.0434642113650805,1.81898245491083,0.881452272734059
"14791","MUCL1","118430","mucin-like 1",7.89514666638237,0.00052433378936593,0.0495423930888617,0.791890123439013,0.474004466962397
"14825","CLRN3","119467","clarin 3",22.0244310807474,3.58290485068136e-06,0.0148955686262227,1.97491850841826,0.446215453268538
"14903","TEX26","122046","testis expressed 26",13.5866657003473,3.87130283870971e-05,0.0365785327764813,3.60528218468549,1.20591965510487
"14935","TC2N","123036","tandem C2 domains, nuclear",13.1964977218974,4.46329245859747e-05,0.0371113841347463,0.677468896529261,0.243830955296017
"15108","WDR63","126820","WD repeat domain 63",8.68969142579852,0.000333851288737273,0.0456614741862875,0.357781740855666,0.211020479919613
"15263","LYPD6","130574","LY6/PLAUR domain containing 6",8.05043467066865,0.000478588969530905,0.0476512257755566,0.84413103837436,0.561855735893798
"15361","C5orf49","134121","chromosome 5 open reading frame 49",8.49179716572923,0.000372263035257796,0.0456614741862875,1.43069781308847,0.667476358106488
"15679","ABHD12B","145447","abhydrolase domain containing 12B",8.33982688238287,0.000405360444053138,0.0456614741862875,1.07031065136419,0.587101302796095
"15955","AC017096.1","150538","SATB2 antisense RNA 1 (non-protein coding)",9.17558548378566,0.000257866986873818,0.0434642113650805,0.512860652677583,0.248828788106314
"16035","C3orf55","152078","chromosome 3 open reading frame 55",22.2528210908186,3.40429641935062e-06,0.0148955686262227,4.57275514018348,0.965034359106172
"16091","TTC23L","153657","tetratricopeptide repeat domain 23-like",8.08616900969733,0.000468742855784638,0.0475994285795802,0.263777335923595,0.144900319509023
"16105","MBOAT1","154141","membrane bound O-acyltransferase domain containing 1",9.74636465371121,0.000193335829709474,0.0427539562996898,1.55227146541986,0.805949003638332
"16130","CRYGN","155051","crystallin, gamma N",10.1143961691316,0.000161868367743542,0.0421980599774698,2.51884712949463,1.07542461939763
"16220","ZDHHC15","158866","zinc finger, DHHC-type containing 15",8.37140580742934,0.000398204095934056,0.0456614741862875,0.626341947658194,0.335268262072295
"16289","SLFN5","162394","schlafen family member 5",10.6548893335688,0.000126014706761571,0.0421691913738363,0.407229923965986,0.188953836102864
"16486","RHOV","171177","ras homolog family member V",8.13127313932229,0.000456656206215535,0.0472264306398125,1.1788957308103,0.591658104282742
"16553","LDHD","197257","lactate dehydrogenase D",8.2273012430173,0.000432133867670483,0.0467735673493677,0.988298829187723,0.509180192613476
"16638","DHRS7C","201140","dehydrogenase/reductase (SDR family) member 7C",30.9498169710026,6.6094901934634e-07,0.0114263858738083,4.97396019269943,0.798188028418446
"16774","C7orf62","219557","chromosome 7 open reading frame 62",9.00752425647918,0.000281559977293566,0.0446777652519187,2.0794433782885,1.02527498491167
"16777","C10orf107","219621","chromosome 10 open reading frame 107",10.0307453448264,0.000168449075303004,0.0422910851652815,0.467561087720715,0.232307858299522
"16876","LRRN4CL","221091","LRRN4 C-terminal like",8.42196957534378,0.000387055480918886,0.0456614741862875,0.364759129244437,0.183364994785248
"16909","PI16","221476","peptidase inhibitor 16",8.16119399651295,0.000448842237442706,0.0468848421594047,0.836936894068501,0.424795518945153
"17220","UTS2D","257313","urotensin 2 domain containing",9.19990573337561,0.000254638342027008,0.0434642113650805,0.858837267805577,0.426888357087309
"17534","VSTM1","284415","V-set and transmembrane domain containing 1",8.64102304364289,0.000342842796769942,0.0456614741862875,2.50479114796623,1.14473172765948
"18172","C22orf34","348645","chromosome 22 open reading frame 34",9.24827203606495,0.000248359277895656,0.0434642113650805,0.769330213955447,0.319426114454482
"18234","BMP8A","353500","bone morphogenetic protein 8a",10.4764461897275,0.000136693027784041,0.0421691913738363,0.350838260567714,0.157388136901816
"18267","C12orf42","374470","chromosome 12 open reading frame 42",8.5310579773595,0.000364241137845769,0.0456614741862875,1.44188364301566,0.735578663890085
"18444","AC002563.2","387890","transmembrane protein 233",10.1623597180965,0.000158233363504076,0.0421691913738363,0.637714985288144,0.290754726154446
"18586","C6orf126","389383","colipase-like 2",10.8422002737199,0.000115858088108452,0.0421691913738363,1.98592477870786,0.785636103441684
"18602","RP11-90D4.2","389634","uncharacterized LOC389634",8.80247661506309,0.000314069772545563,0.0456110438252203,1.22338187380549,0.63412816629255
"18999","GOLGA7B","401647","golgin A7 family, member B",11.3992879999103,9.09404053496976e-05,0.0421691913738363,0.392014934526663,0.146899509389712
"19128","DBX2","440097","developing brain homeobox 2",27.9410677100417,1.09937806069258e-06,0.0114263858738083,2.18441949077096,0.38475394793154
"19426","CTXN3","613212","cortexin 3",8.48314407608465,0.000374059195183271,0.0456614741862875,3.24755398926333,1.87000921627592
"19561","PIRT","644139","phosphoinositide-interacting regulator of transient receptor potential channels",9.9398788587939,0.000175962083412377,0.0423475273647831,1.67217860806909,0.806107470615984
"19640","LOC645722","645722","uncharacterized LOC645722",11.0262892512033,0.000106813534965302,0.0421691913738363,1.11792455627848,0.448787605781324
"19999","LOC729213","729213","hypothetical LOC729213",8.39372378004643,0.000393236884564808,0.0456614741862875,1.00347510806473,0.533812823461937
"20427","LOC100132831","100132831","A20-binding inhibitor of NF-kappaB activation 2 pseudogene",8.39396412012167,0.000393183795132499,0.0456614741862875,0.747876211744434,0.388814581473509
